leiloeiro,junta,site,titulo,descricao,endereco,cidade,uf,lance_inicial,avaliacao,data_leilao,url,tipo,imagem,anexos
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,2 Lotes 2350 0 Bradesco AF: Imóveis com valores até 73% ABAIXO na segunda praça! ML33960 E,2 Lotes 2350 0 Bradesco AF: Imóveis com valores até 73% ABAIXO na segunda praça! ML33960 Extrajudicial 2 Leilões Aberto para lances 1º Leilão: 07/07/2026 às 15:00 2ª Leilão: 08/07/2026 às 15:00,,Sao Paulo,SP,,,07/07/2026,https://www.megaleiloes.com.br/ML33960?utm_source=megaleiloes&utm_medium=link&utm_campaign=bradesco-af-imoveis-com-valores-ate-73-abaixo-na-segunda-praca%21-ml33960&utm_term=ML33960&utm_content=link,imovel,,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,"R$ 30.000.000,00 4198 0 Imóvel Rural com área total de 393 ha (Fazenda Conquista) - Presid","R$ 30.000.000,00 4198 0 Imóvel Rural com área total de 393 ha (Fazenda Conquista) - Presidente Alves - SP X123630 Presidente Alves, SP Extrajudicial P. Única Aberto para lances Data: 10/06/2026 às 15:00 R$ 30.000.000,00",,Sao Paulo,SP,"30.000.000,00",,10/06/2026,https://www.megaleiloes.com.br/imoveis/imoveis-rurais/sp/presidente-alves/imovel-rural-com-area-total-de-393-ha-fazenda-conquista-presidente-alves-sp-x123630?utm_source=megaleiloes&utm_medium=link&utm_campaign=imovel-rural-com-area-total-de-393-ha-fazenda-conquista-presidente-alves-sp-x123630&utm_term=X123630&utm_content=link,imovel,https://cdn1.megaleiloes.com.br/bank_icons/leilao-megaleiloes.png,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,"R$ 5.087.833,36 4654 0 Casa de Alto Padrão 715 m² - Butantã - São Paulo - SP J123904 São P","R$ 5.087.833,36 4654 0 Casa de Alto Padrão 715 m² - Butantã - São Paulo - SP J123904 São Paulo, SP Judicial P. Única Aberto para lances Data: 18/06/2026 às 15:00 R$ 5.087.833,36",,Sao Paulo,SP,"5.087.833,36",,18/06/2026,https://www.megaleiloes.com.br/imoveis/casas/sp/sao-paulo/casa-de-alto-padrao-715-m2-butanta-sao-paulo-sp-j123904?utm_source=megaleiloes&utm_medium=link&utm_campaign=casa-de-alto-padrao-715-m2-butanta-sao-paulo-sp-j123904&utm_term=J123904&utm_content=link,imovel,,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,"50% abaixo na 2ª praça R$ 23.793.007,55 2971 0 Casa de Alto Padrão 1.024 m² (Domínio Útil)","50% abaixo na 2ª praça R$ 23.793.007,55 2971 0 Casa de Alto Padrão 1.024 m² (Domínio Útil) - Alphaville Residencial I - Barueri - SP J124814 Barueri, SP Judicial 2 Praças Em breve 1ª Praça: 18/06/2026 às 15:00 R$ 23.793.007,55 2ª Praça: 08/07/2026 às 15:00 R$ 11.896.503,78",,Sao Paulo,SP,"23.793.007,55",,18/06/2026,https://www.megaleiloes.com.br/imoveis/casas/sp/barueri/casa-de-alto-padrao-1024-m2-dominio-util-alphaville-residencial-i-barueri-sp-j124814?utm_source=megaleiloes&utm_medium=link&utm_campaign=casa-de-alto-padrao-1024-m2-dominio-util-alphaville-residencial-i-barueri-sp-j124814&utm_term=J124814&utm_content=link,imovel,,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,"50% abaixo na 2ª praça R$ 18.769.908,68 1345 0 Imóvel Comercial com área de 20.000 m² - Ja","50% abaixo na 2ª praça R$ 18.769.908,68 1345 0 Imóvel Comercial com área de 20.000 m² - Jardins Recanto das Rosas - São Paulo - SP J124393 São Paulo, SP Judicial 3 Praças Em breve 1ª Praça: 30/06/2026 às 15:30 R$ 18.769.908,68 2ª Praça: 15/07/2026 às 15:30 R$ 9.384.954,34",,Sao Paulo,SP,"18.769.908,68",,30/06/2026,https://www.megaleiloes.com.br/imoveis/imoveis-comerciais/sp/sao-paulo/imovel-comercial-com-area-de-20000-m2-jardins-recanto-das-rosas-sao-paulo-sp-j124393?utm_source=megaleiloes&utm_medium=link&utm_campaign=imovel-comercial-com-area-de-20000-m2-jardins-recanto-das-rosas-sao-paulo-sp-j124393&utm_term=J124393&utm_content=link,imovel,,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,"50% abaixo na 2ª praça R$ 10.479.217,53 1081 0 Imóvel Rural 178 ha (Fazenda el Shaday Vist","50% abaixo na 2ª praça R$ 10.479.217,53 1081 0 Imóvel Rural 178 ha (Fazenda el Shaday Vista Alegre do Corrente) - Itarumã - GO J125293 Itarumã, GO Judicial 2 Praças Em breve 1ª Praça: 03/07/2026 às 15:00 R$ 10.479.217,53 2ª Praça: 23/07/2026 às 15:00 R$ 5.239.608,77",,Sao Paulo,SP,"10.479.217,53",,03/07/2026,https://www.megaleiloes.com.br/imoveis/imoveis-rurais/go/itaruma/imovel-rural-178-ha-fazenda-el-shaday-vista-alegre-do-corrente-itaruma-go-j125293?utm_source=megaleiloes&utm_medium=link&utm_campaign=imovel-rural-178-ha-fazenda-el-shaday-vista-alegre-do-corrente-itaruma-go-j125293&utm_term=J125293&utm_content=link,imovel,,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,4 Lotes 4451 0 FALÊNCIA DE C.L.A. I Casa em Palhoça/SC e Áreas com até 7 ha em Porto Alegr,4 Lotes 4451 0 FALÊNCIA DE C.L.A. I Casa em Palhoça/SC e Áreas com até 7 ha em Porto Alegre/RS ML33881 Judicial 3 Praças Em breve Início: 06/07/2026 às 15:00 Término: 21/07/2026 às 15:03,,Sao Paulo,SP,,,06/07/2026,https://www.megaleiloes.com.br/ML33881?utm_source=megaleiloes&utm_medium=link&utm_campaign=falencia-de-cla-i-casa-em-palhocasc-e-areas-com-ate-7-ha-em-porto-alegrers-ml33881&utm_term=ML33881&utm_content=link,imovel,,
Fernando Jose Cerello Goncalves Pereira,TRT3/JUCEMG,https://www.megaleiloes.com.br,3 Lotes 4955 0 Imóvel Rural com 1.435 ha e Terrenos com até 360 m² | Falência de Garavelo,3 Lotes 4955 0 Imóvel Rural com 1.435 ha e Terrenos com até 360 m² | Falência de Garavelo & CIA ML33897 Judicial 3 Praças Em breve Início: 20/07/2026 às 14:30 Término: 04/08/2026 às 14:31,,Sao Paulo,SP,,,20/07/2026,https://www.megaleiloes.com.br/ML33897?utm_source=megaleiloes&utm_medium=link&utm_campaign=imovel-rural-com-1435-ha-e-terrenos-com-ate-360-m2--falencia-de-garavelo-e-cia-ml33897&utm_term=ML33897&utm_content=link,imovel,,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE VÁRZEA DA PALMA/MG - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lo,TJMG - FÓRUM DE VÁRZEA DA PALMA/MG - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 09:30 900 TON. DE ESCÓRIA DE CÁLCIO SILÍCIO JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,01/07/2026,https://www.isaiasleiloes.com.br/leilao/5478/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005479-69b9738cee3fe.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE ARAGUARI - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a parti,"TJMG - FÓRUM DE ARAGUARI - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 10:30 GLEBA RURAL COM 04,00 HA EM ARAGUARI/MG E UMA MOTO HONDA BIZ 125 ES JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,01/07/2026,https://www.isaiasleiloes.com.br/leilao/5493/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005494-69e18ad790c3e.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PATROCINIO  2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a part,TJMG - FÓRUM DE PATROCINIO  2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 11:30 UM VEÍCULO VW SAVEIRO 1.6 CE TROOP JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,01/07/2026,https://www.isaiasleiloes.com.br/leilao/5499/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69b164e4eb0a7.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PATOS DE MINAS - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a,TJMG - FÓRUM DE PATOS DE MINAS - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 12:00 IMÓVEIS RURAIS EM PATOS DE MINAS E UM VEÍCULO GM/KADETT SL JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,01/07/2026,https://www.leiloesceruli.com.br/leilao/5457/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005457-6995e8057d780.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PATOS DE MINAS - 1º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a,TJMG - FÓRUM DE PATOS DE MINAS - 1º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 12:30 IMÓVEL RESIDENCIAL EM PATOS DE MINAS/MG JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,01/07/2026,https://www.leiloesceruli.com.br/leilao/5504/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69b964fe94026.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PRESIDENTE OLEGÁRIO - 1º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro l,"TJMG - FÓRUM DE PRESIDENTE OLEGÁRIO - 1º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 14:00 IMÓVEIS RURAIS EM LAGAMAR/MG E LAGOA GRANDE/MG, COTA PATRIMONIAL DO CLUBE CAIÇARAS COUNTRY CLUB E UMA MOTOCICLETA JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,01/07/2026,https://www.leiloesceruli.com.br/leilao/5495/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69b05a7fdbbda.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PRESIDENTE OLEGÁRIO - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro l,"TJMG - FÓRUM DE PRESIDENTE OLEGÁRIO - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 15:00 IMÓVEIS RURAIS EM LAGAMAR/MG E LAGOA GRANDE/MG, COTA PATRIMONIAL DO CLUBE CAIÇARAS COUNTRY CLUB E UMA MOTOCICLETA JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,01/07/2026,https://www.leiloesceruli.com.br/leilao/5496/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69b05a821bd38.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE UBÁ - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das,TJMG - FÓRUM DE UBÁ - 2º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 15:30 UMA MOTOCICLETA HONDA/CBX 200 STRADA JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,01/07/2026,https://www.isaiasleiloes.com.br/leilao/5508/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005509-69c5444e6535b.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE IPATINGA - 1º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a parti,TJMG - FÓRUM DE IPATINGA - 1º LEILÃO Data: 01/07/2026 (quarta-feira) Primeiro lote a partir das: 16:00 UMA MOTOCICLETA YAMAHA/XTZ 250 LANDER JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,01/07/2026,https://www.leiloesceruli.com.br/leilao/5525/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69c526ba3eb6e.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO DE JUIZ DE FORA - 2º LEILÃO Data: 02/07/2026 (quinta-feira) Primeiro l,"JUSTIÇA DO TRABALHO DE JUIZ DE FORA - 2º LEILÃO Data: 02/07/2026 (quinta-feira) Primeiro lote a partir das: 10:00 VEÍCULOS, MÁQUINAS E EQUIPAMENTOS DIVERSOS JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,02/07/2026,https://www.isaiasleiloes.com.br/leilao/5567/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005569-6a1afb40659df.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO CORONEL FABRICIANO/MG - 2º LEILÃO Data: 02/07/2026 (quinta-feira) Prim,JUSTIÇA DO TRABALHO CORONEL FABRICIANO/MG - 2º LEILÃO Data: 02/07/2026 (quinta-feira) Primeiro lote a partir das: 11:30 MÓVEIS E ELETRODOMÉSTICOS JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,02/07/2026,https://www.isaiasleiloes.com.br/leilao/5550/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69d665f8b96f6.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,UNIÃO FEDERAL - PGFN (COMPREI.GOV.BR) Data: 03/07/2026 (sexta-feira) Primeiro lote a parti,"UNIÃO FEDERAL - PGFN (COMPREI.GOV.BR) Data: 03/07/2026 (sexta-feira) Primeiro lote a partir das: 10:00 -   (VENDA DIRETA)  -  (FECHAMENTO IMEDIATO) OPORTUNIDADES DE IMÓVEIS RESIDENCIAIS, COMERCIAIS, INDUSTRIAIS E RURAIS EM TODO O ESTADO DE MG JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,03/07/2026,https://www.leiloesceruli.com.br/leilao/5565/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69de5750a99dc.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO PASSOS - 2º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote a part,"JUSTIÇA DO TRABALHO PASSOS - 2º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote a partir das: 09:30 COLHEITADEIRA DE GRÃOS MARCA NEW HOLLAND, UMA CARRETINHA-REBOQUE E FRAÇÃO DE 41,66% DE UM PRÉDIO EM CONSTRUÇÃO EM SÃO SEBASTIÃO DO ANTA/MG JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,07/07/2026,https://www.isaiasleiloes.com.br/leilao/5609/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69fb6ab3913aa.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO POUSO ALEGRE - 1º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote,JUSTIÇA DO TRABALHO POUSO ALEGRE - 1º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote a partir das: 10:00 IMÓVEIS RURAIS EM ANDRADAS/MG E CAMANDUCAIA/MG JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,07/07/2026,https://www.leiloesceruli.com.br/leilao/5654/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-6a19c9b69143e.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO POUSO ALEGRE - 2º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote,JUSTIÇA DO TRABALHO POUSO ALEGRE - 2º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote a partir das: 10:30 IMÓVEIS RURAIS EM ANDRADAS/MG E CAMANDUCAIA/MG JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,07/07/2026,https://www.leiloesceruli.com.br/leilao/5655/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-6a19c9c1c0f58.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO POUSO ALEGRE - 2º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote,JUSTIÇA DO TRABALHO POUSO ALEGRE - 2º LEILÃO Data: 07/07/2026 (terça-feira) Primeiro lote a partir das: 11:30 UM IMÓVEL RESIDENCIAL EM BRAGANÇA PAULISTA/SP E MOTOCICLETA HONDA CG 125 JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,07/07/2026,https://www.isaiasleiloes.com.br/leilao/5556/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005557-69d7dfb19c2a9.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE ARAGUARI - 2º LEILÃO Data: 09/07/2026 (quinta-feira) Primeiro lote a parti,"TJMG - FÓRUM DE ARAGUARI - 2º LEILÃO Data: 09/07/2026 (quinta-feira) Primeiro lote a partir das: 10:30 IMÓVEIS EM ARAGUARI/MG - RESIDENCIAIS, COMERCIAIS E RURAL JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,09/07/2026,https://www.isaiasleiloes.com.br/leilao/5535/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69c6ad35b0503.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PARÁ DE MINAS - 1º LEILÃO Data: 09/07/2026 (quinta-feira) Primeiro lote a,TJMG - FÓRUM DE PARÁ DE MINAS - 1º LEILÃO Data: 09/07/2026 (quinta-feira) Primeiro lote a partir das: 12:00 UMA FURADEIRA INDUSTRIAL JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,09/07/2026,https://www.leiloesceruli.com.br/leilao/5531/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005531-69c5586fd71f4.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PARÁ DE MINAS - 2º LEILÃO Data: 09/07/2026 (quinta-feira) Primeiro lote a,TJMG - FÓRUM DE PARÁ DE MINAS - 2º LEILÃO Data: 09/07/2026 (quinta-feira) Primeiro lote a partir das: 12:30 UMA FURADEIRA INDUSTRIAL JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,09/07/2026,https://www.leiloesceruli.com.br/leilao/5532/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005532-69c558a7207a8.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO FRUTAL - 1º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a part,JUSTIÇA DO TRABALHO FRUTAL - 1º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a partir das: 09:00 25% DE IMÓVEL COMERCIAL/RESIDENCIAL EM ITAPAGIPE/MG E MÓVEIS DE ESCRITÓRIO JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,14/07/2026,https://www.leiloesceruli.com.br/leilao/5120/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-68963416e5c16.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO FRUTAL - 2º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a part,JUSTIÇA DO TRABALHO FRUTAL - 2º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a partir das: 09:30 25% DE IMÓVEL COMERCIAL/RESIDENCIAL EM ITAPAGIPE/MG E MÓVEIS DE ESCRITÓRIO JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,14/07/2026,https://www.leiloesceruli.com.br/leilao/5121/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-6896341895deb.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO  UBERLÂNDIA - 1º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a,JUSTIÇA DO TRABALHO  UBERLÂNDIA - 1º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a partir das: 10:00 UM REFRIGERADOR EM INOX JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,14/07/2026,https://www.leiloesceruli.com.br/leilao/5671/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005671-6a202414c3c1d.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO UBERLÂNDIA - 2º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a,JUSTIÇA DO TRABALHO UBERLÂNDIA - 2º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a partir das: 10:30 UM REFRIGERADOR EM INOX JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,14/07/2026,https://www.leiloesceruli.com.br/leilao/5672/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005672-6a202455d19e7.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO UBERABA - 2º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a par,JUSTIÇA DO TRABALHO UBERABA - 2º LEILÃO Data: 14/07/2026 (terça-feira) Primeiro lote a partir das: 12:30 UMA IMPRESSORA ROTATIVA HARRIS V-22 JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,14/07/2026,https://www.isaiasleiloes.com.br/leilao/5105/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-688cc66e3878a.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE VÁRZEA DA PALMA/MG - 1º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lo,"TJMG - FÓRUM DE VÁRZEA DA PALMA/MG - 1º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a partir das: 09:00 IMÓVEIS NO 23º SUBDISTRITO DE CASA VERDE, SÃO PAULO/SP JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,16/07/2026,https://www.leiloesceruli.com.br/leilao/5459/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005459-69b1a7621d409.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE VÁRZEA DA PALMA/MG - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lo,"TJMG - FÓRUM DE VÁRZEA DA PALMA/MG - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a partir das: 09:30 IMÓVEIS NO 23º SUBDISTRITO DE CASA VERDE, SÃO PAULO/SP JUDICIAL Online Em Andamento",,Patos de Minas,MG,,,16/07/2026,https://www.leiloesceruli.com.br/leilao/5460/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005460-69b1a7cbc0e2d.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE BELO HORIZONTE - 1º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a,TJMG - FÓRUM DE BELO HORIZONTE - 1º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a partir das: 10:00 IMÓVEL RESIDENCIAL EM BELO HORIZONTE/MG BAIRRO PLANALTO JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,16/07/2026,https://www.leiloesceruli.com.br/leilao/5528/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69c549e9728a7.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE BELO HORIZONTE - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a,TJMG - FÓRUM DE BELO HORIZONTE - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a partir das: 10:30 IMÓVEL RESIDENCIAL EM BELO HORIZONTE/MG BAIRRO PLANALTO JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,16/07/2026,https://www.leiloesceruli.com.br/leilao/5529/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69c54bf51840f.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE PATOS DE MINAS - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a,TJMG - FÓRUM DE PATOS DE MINAS - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a partir das: 12:30 IMÓVEL RESIDENCIAL EM PATOS DE MINAS/MG JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,16/07/2026,https://www.leiloesceruli.com.br/leilao/5505/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/000000-69b965575272d.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,TJMG - FÓRUM DE BELO HORIZONTE - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a,TJMG - FÓRUM DE BELO HORIZONTE - 2º LEILÃO Data: 16/07/2026 (quinta-feira) Primeiro lote a partir das: 15:30 MOVEIS DE ESCRITÓRIO JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,16/07/2026,https://www.isaiasleiloes.com.br/leilao/5547/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005548-69cc2d40a6283.jpg,
Flavio Duarte Ceruli,TRT3/JUCEMG,https://www.leiloesceruli.com.br,JUSTIÇA DO TRABALHO CONSELHEIRO LAFAIETE/MG - 2º LEILÃO Data: 21/07/2026 (terça-feira) Pri,JUSTIÇA DO TRABALHO CONSELHEIRO LAFAIETE/MG - 2º LEILÃO Data: 21/07/2026 (terça-feira) Primeiro lote a partir das: 15:30 IMÓVEL COMERCIAL NO CENTRO DE CONSELHEIRO LAFAIETE/MG E MÁQUINAS INDUSTRIAIS JUDICIAL Online Em Andamento,,Patos de Minas,MG,,,21/07/2026,https://www.isaiasleiloes.com.br/leilao/5646/lotes,imovel,https://0e8a67d4d8f872db.cdn.gocache.net/leiloes/005647-6a2074ca1ee96.jpg,
